" Población Total por Edades y Sexo"

"FECHA","1996",,,"1998",,,"1999",,,"2000",,,"2001",,,"2002",,,"2003",,,"2004",,,"2005",,,"2006",,,"2007",,,"2008",,,"2009",,,"2010",,,"2011",,,"2012",,,"2013",,,
"SEXO","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL",
,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION
EDAD,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum
"  91",1086.7044338,2345.0782546,3431.7826884,1385.6192848,2573.7161633,3959.3354481,1386.9365269,2700.1931712,4087.1296981,1528.6788201, 2991.836815,4520.5156351,1619.5852874,3439.0112537,5058.5965411,1587.3392987, 3391.779013,4979.1183117,        1616,        3465,        5081,        1566,        3688,        5254,        1646,        3840,        5486,        1515,        3673,        5188,        1597,        3744,        5341,        1548,        3636,        5184,        1612,        3588,        5200,        1534,        3872,        5406,        1664,        3875,        5539,        2046,        4630,        6676,        2405,        4960,        7365
"  92",  864.828033,1820.7126127,2685.5406457,1043.5458464,2148.2887237,3191.8345701,1139.3718725,2219.3917456,3358.7636181, 1130.279218,2324.3394547,3454.6186727, 1281.472322,2632.7563652,3914.2286872,1274.3442608, 2795.557907,4069.9021678,        1285,        2807,        4092,        1326,        2942,        4268,        1283,        3084,        4367,        1366,        3241,        4607,        1200,        3126,        4326,        1266,        3193,        4459,        1268,        3050,        4318,        1302,        3047,        4349,        1256,        3344,        4600,        1354,        3313,        4667,        1661,        3937,        5598
"  93", 730.6081234,1513.5208958,2244.1290192, 705.0267165,1550.4007341,2255.4274506, 853.1050628, 1807.578843,2660.6839058, 911.0162767,1922.0451707,2833.0614474, 949.3185909, 1992.714121,2942.0327119,  973.253782, 2107.467922, 3080.721704,         998,        2248,        3246,        1005,        2355,        3360,        1065,        2455,        3520,        1028,        2571,        3599,        1051,        2719,        3770,         940,        2582,        3522,         982,        2653,        3635,        1020,        2565,        3585,        1044,        2579,        3623,        1018,        2808,        3826,        1083,        2768,        3851
"  94", 474.0510352, 974.1961674,1448.2472026, 550.7450248,1237.8778919,1788.6229167, 552.4175138,1278.3117458,1830.7292596, 693.8458894,1461.5175084,2155.3633978, 734.2505467,1619.5686614,2353.8192081,  713.176544,  1596.38565, 2309.562194,         729,        1686,        2415,         788,        1849,        2637,         780,        1917,        2697,         841,        1982,        2823,         779,        2083,        2862,         791,        2190,        2981,         714,        2107,        2821,         763,        2169,        2932,         815,        2101,        2916,         826,        2145,        2971,         768,        2292,        3060
"  95", 437.7743792, 897.9248695,1335.6992487, 423.6830574, 935.8080614,1359.4911188, 419.7374485,1006.4072787,1426.1447272, 436.5114152,1050.0425241,1486.5539393, 557.2302744,1211.3698457,1768.6001201,   559.13189,  1203.33423,  1762.46612,         536,        1252,        1788,         558,        1317,        1875,         622,        1510,        2132,         620,        1560,        2180,         612,        1545,        2157,         591,        1646,        2237,         618,        1762,        2380,         546,        1655,        2201,         579,        1771,        2350,         623,        1698,        2321,         614,        1693,        2307
"  96", 332.5782624, 627.7153427, 960.2936051, 286.3938671, 624.8152965, 911.2091636, 335.4336243, 770.0925524,1105.5261767, 331.4592579, 813.8153455,1145.2746034, 337.1203143, 867.3441342,1204.4644485, 400.1037196,  920.200538,1320.3042576,         400,         903,        1303,         396,         976,        1372,         422,        1053,        1475,         460,        1178,        1638,         450,        1163,        1613,         427,        1184,        1611,         445,        1241,        1686,         465,        1363,        1828,         411,        1320,        1731,         427,        1375,        1802,         450,        1341,        1791
"  97", 111.9064522, 321.8331626, 433.7396148, 308.5649886, 581.6038933, 890.1688819, 225.8169382, 496.5754176, 722.3923558, 270.2827444, 608.6650914, 878.9478358, 257.1208494, 639.2108127, 896.3316621, 241.0590351,  623.197967, 864.2570021,         300,         687,         987,         302,         694,         996,         299,         765,        1064,         312,         803,        1115,         313,         852,        1165,         319,         879,        1198,         305,         904,        1209,         340,         962,        1302,         335,        1054,        1389,         300,        1025,        1325,         307,        1060,        1367
"  98",  81.7933269, 195.4152373, 277.2085642, 152.2719776, 338.0511076, 490.3230852, 309.4950864, 545.1252208, 854.6203072, 176.1040195, 392.3700294, 568.4740489, 216.0668644, 493.1940954, 709.2609598, 167.0639972,  452.097698, 619.1616952,         171,         443,         614,         211,         512,         723,         205,         545,         750,         217,         581,         798,         202,         550,         752,         211,         630,         841,         228,         669,         897,         236,         694,         930,         236,         737,         973,         246,         789,        1035,         213,         771,         984
"  99",  47.3695298, 132.5128066, 179.8823364,  66.3021721, 177.9539566, 244.2561287,  56.4995996, 194.3594685, 250.8590681, 253.2790911, 402.3338845, 655.6129756, 143.0415108, 314.0952147, 457.1367255, 147.0264816,  350.084843, 497.1113246,         116,         306,         422,         126,         329,         455,         146,         394,         540,         149,         388,         537,         138,         392,         530,         134,         376,         510,         146,         463,         609,         164,         493,         657,         179,         527,         706,         160,         532,         692,         174,         548,         722
" 100",  25.5703565,  81.5574562, 107.1278127,  43.5474267,  94.4213567, 137.9687834,  39.0724706, 118.2618633, 157.3343339,  40.0449619, 136.1665197, 176.2114816,  216.063593, 332.0768713, 548.1404643,  98.0154476,  214.041136, 312.0565836,          96,         224,         320,          77,         228,         305,          97,         250,         347,         120,         306,         426,          79,         247,         326,          80,         278,         358,          95,         275,         370,         100,         322,         422,         107,         341,         448,         130,         350,         480,         102,         374,         476
" 101",  19.3892415,  45.4515726,  64.8408141,  18.3135876,  67.1117515,  85.4253391,  34.0092581,  69.5448897, 103.5541478,  24.0181958,  78.0544317, 102.0726275,  27.0087009,   104.04683, 131.0555309,  174.033102,  248.030852,  422.063954,          73,         154,         227,          64,         164,         228,          50,         173,         223,          67,         190,         257,          61,         192,         253,          46,         159,         205,          55,         194,         249,          54,         196,         250,          63,         224,         287,          70,         239,         309,          77,         233,         310
" 102",  14.3776007,  32.9435312,  47.3211319,   9.1675089,  38.3853666,  47.5528755,  11.2872273,  48.1284605,  59.4156878,  27.0296772,  51.0529237,  78.0826009,  19.0077283,   60.014691,  79.0224193,  17.0044136,   62.023139,  79.0275526,         137,         188,         325,          51,         112,         163,          43,         118,         161,          31,         137,         168,          39,         104,         143,          36,         114,         150,          30,         112,         142,          39,         146,         185,          42,         141,         183,          43,         153,         196,          49,         176,         225
" 103",  10.1649739,  14.4937756,  24.6587495,   9.2224525,   19.489572,  28.7120245,   8.1257254,  27.4316327,  35.5573581,   12.027146,  38.0594146,  50.0865606,  17.0046825,  34.0202558,  51.0249383,  12.0022068,   33.007713,  45.0099198,           9,          39,          48,         111,         144,         255,          38,          84,         122,          29,          88,         117,          18,          74,          92,          17,          52,          69,          17,          64,          81,          21,          74,          95,          25,         100,         125,          23,         100,         123,          24,         105,         129
" 104",   3.2153801,  12.2460485,  15.4614286,   5.0901466,  11.1394404,   16.229587,   3.0314037,  13.5670485,  16.5984522,   7.0073595,  20.0340064,  27.0413659,   11.004479,  27.0071496,  38.0116286,          10,   27.007713,   37.007713,          10,          16,          26,           7,          27,          34,          74,          90,         164,          31,          62,          93,          14,          50,          64,           6,          36,          42,          13,          33,          46,          12,          48,          60,          11,          49,          60,          13,          70,          83,          14,          60,          74
" 105",   4.2076822,    8.005688,  12.2133702,   5.1047755,   8.1262596,  13.2310351,   4.1160126,   7.0342965,  11.1503091,   1.9970238,   6.0164308,   8.0134546,   4.0022395,  13.0071496,  17.0093891,   9.0022068,   16.002571,  25.0047778,           4,          16,          20,           9,          13,          22,           7,          18,          25,          59,          75,         134,          14,          20,          34,           7,          24,          31,           4,          24,          28,           7,          16,          23,           8,          36,          44,           7,          34,          41,          10,          47,          57
" 106",           1,   6.1163062,   7.1163062,           2,   4.1046302,   6.1046302,   2.0233761,   7.0589636,   9.0823397,           3,   4.0060835,   7.0060835,           2,   5.0051834,   7.0051834,           1,    7.002571,    8.002571,           8,          10,          18,           3,          12,          15,           8,          12,          20,           4,          14,          18,           8,          22,          30,           5,           8,          13,           4,          17,          21,           4,          18,          22,           5,          12,          17,           7,          22,          29,           4,          19,          23
" 107",           1,   1.9917958,   2.9917958,           1,           4,           5,   2.0003493,    2.062568,   4.0629173,           1,           3,           4,           3,   3.0019662,   6.0019662,           2,           3,           5,           1,           2,           3,           7,           8,          15,           2,           7,           9,           6,           8,          14,           1,           6,           7,           3,           5,           8,           3,           8,          11,           4,          11,          15,           3,          12,          15,           4,           5,           9,           6,          16,          22
" 108",           .,    1.002886,    1.002886,           2,    4.097141,    6.097141,           1,   4.1156932,   5.1156932,           1,   2.0087496,   3.0087496,           1,           3,           4,           3,           2,           5,           1,           4,           5,           1,           2,           3,           4,           8,          12,           1,           8,           9,           2,           1,           3,           .,           2,           2,           4,           4,           8,           2,           6,           8,           3,           6,           9,           2,           6,           8,           4,           2,           6
" 109",           .,           .,           .,           .,           .,           .,           1,   3.1051446,   4.1051446,           1,           2,           3,           .,   2.0025917,   2.0025917,           .,           2,           2,           2,           1,           3,           1,           2,           3,           1,           3,           4,           3,           4,           7,           1,           2,           3,           .,           .,           .,           .,           3,           3,           4,           3,           7,           1,           1,           2,           2,           6,           8,           2,           5,           7
" 110",           .,   1.0618154,   1.0618154,           .,           1,           1,           .,           .,           .,           1,   3.0103369,   4.0103369,           .,           2,           2,           .,           1,           1,           .,           2,           2,           2,           .,           2,           1,           1,           2,           1,           3,           4,           .,           2,           2,           .,           .,           .,           .,           .,           .,           .,           1,           1,           2,           2,           4,           1,           .,           1,           2,           6,           8
" 111",   1.0076923,   3.0971854,   4.1048777,           .,           .,           .,           .,   1.0168195,   1.0168195,           .,           .,           .,           1,   3.0025917,   4.0025917,           .,           1,           1,           .,           .,           .,           .,           2,           2,           2,           .,           2,           1,           1,           2,           .,           1,           1,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           1,           1,           1,           2,           3,           .,           .,           .
" 112",           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           1,           1,           .,           .,           .,           .,    1.002571,    1.002571,           .,           .,           .,           .,           .,           .,           1,           3,           4,           2,           .,           2,           .,           .,           .,           1,           .,           1,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           1,           1,           1,           2,           3
" 113",   0.9870048,    1.002886,   1.9898908,           1,   2.1236075,   3.1236075,           .,           .,           .,           .,           .,           .,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           3,           3,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           1,           1,           .,           .,           .,           1,           .,           1,           .,           1,           1
" 114",           .,           1,           1,           .,           .,           .,   0.9925093,           1,   1.9925093,           .,           .,           .,           .,           .,           .,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           1,           1,           .,           .,           .,           .,           .,           .
" 115",           .,   0.9794303,   0.9794303,   1.0018039,           1,   2.0018039,           .,           .,           .,           1,           1,           2,           .,           .,           .,           .,           .,           .,           .,           1,           1,           .,           1,           1,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 116",           .,           .,           .,           .,           2,           2,   1.0340176,           .,   1.0340176,           .,           .,           .,           1,           1,           2,           .,           .,           .,           .,           1,           1,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 117",   2.1157452,           .,   2.1157452,           .,           .,           .,           .,   2.0221524,   2.0221524,           1,           .,           1,           .,           .,           .,           1,           1,           2,           .,           .,           .,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 118",   1.0814486,   1.1015653,   2.1830139,           .,           .,           .,           .,           .,           .,           .,   2.0015479,   2.0015479,           1,           .,           1,           .,           .,           .,           .,           1,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 119",           .,           .,           .,           2,   0.9921259,   2.9921259,           .,           .,           .,           .,           .,           .,           .,           2,           2,           1,           .,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 120",           .,           .,           .,           1,           .,           1,   2.0128021,           1,   3.0128021,           .,           .,           .,           .,           .,           .,           .,           2,           2,           1,           .,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 121",           .,           .,           .,           .,           .,           .,   1.0166666,           .,   1.0166666,           1,           1,           2,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 122",           .,           .,           .,           .,           .,           .,           .,           .,           .,           1,           .,           1,           1,           1,           2,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 123",           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           1,           .,           1,           1,           1,           2,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
" 124",           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           1,           .,           1,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .,           .
"TOTAL",1238122.7732,1270364.7907,2508487.5639,1225507.8259,1259086.9853,2484594.8112,1227155.9344,1260905.9362,2488061.8706,1221972.9818,1257144.9754,2479117.9572, 1222611.986, 1256812.991, 2479424.977,1223934.9948,1256433.9941,2480368.9889,     1228177,     1259469,     2487646,     1231258,     1262660,     2493918,     1240450,     1270399,     2510849,     1247158,     1275862,     2523020,     1251082,     1277335,     2528417,     1269338,     1287992,     2557330,     1272020,     1291501,     2563521,     1268860,     1290655,     2559515,     1267671,     1290792,     2558463,     1261141,     1284937,     2546078,     1246377,     1273498,     2519875
